Title, Number_of_characters, Gender, birthDate, birthYear, deathDate, deathYear, ethnicity, nationality, country, region, religion, activeYearsStartYear, genre, notableWork, almaMater 
Mac Raboy, 0, NA, NA, NA, NA, NA, NA, United States, NA, NA, NA, NA, NA, NA, NA
Madeleine L'Engle, 0, NA, 1918-11-29, NA, 2007-09-06, NA, NA, Americans, NA, NA, NA, 1945, Essay and Poetry and Science fiction and Christian novel, A Wrinkle in Time, Smith College
Magda Szubanski, 0, NA, 1961-04-12, 1961, NA, NA, NA, NA, NA, NA, NA, 1986, NA, NA, NA
Maggie Stiefvater, 0, NA, 1981-11-18, 1981, NA, NA, NA, NA, NA, NA, NA, NA, Young-adult fiction and Fantasy, NA, NA
Magneto (comics), 0, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Mahmud A. Asrar, 0, NA, 1976-11-20, 1976, NA, NA, NA, Pakistanis, NA, NA, NA, NA, NA, NA, NA
Major Ravi, 0, NA, 1953-04-01 and 1958-06-13, 1958 and 1953, NA, NA, NA, NA, NA, NA, NA, 1995, NA, NA, NA
Mal Young, 0, NA, 1957-01-26, 1957, NA, NA, NA, NA, NA, NA, NA, 1984, NA, NA, NA
Malachy Coney, 0, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Malcolm Judge, 0, NA, NA, 1918, 1989-01-17, 1989, NA, NA, NA, NA, NA, NA, NA, NA, NA
Malcolm Wheeler-Nicholson, 0, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Manuel García Ferré, 0, NA, 1929-10-08, 1929, 2013-03-28, 2013, NA, NA, NA, NA, NA, NA, NA, NA, NA
Marc Andreyko, 0, NA, 1970-06-20, 1970, NA, NA, NA, United States, NA, NA, NA, NA, NA, NA, NA
Marc Brown (author), 0, NA, 1945-11-25 and 1946-11-25, 1946, NA, NA, NA, United States, NA, NA, NA, NA, Childrens literature and Television program, NA, NA
Marc Davis (animator), 0, NA, 1913-03-30, 1913, 2000-01-12, 2000, NA, NA, NA, NA, NA, NA, NA, NA, NA
Marc Guggenheim, 0, NA, 1970-09-24, 1970, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Marc Silvestri, 0, NA, NA, NA, NA, NA, NA, United States, NA, NA, NA, NA, NA, NA, NA
Marc Sleen, 0, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Marc Swayze, 0, NA, NA, NA, NA, NA, NA, Americans, NA, NA, NA, NA, NA, NA, NA
Marcos Martín, 0, NA, NA, 1972, NA, NA, NA, Spain, NA, NA, NA, NA, NA, NA, NA
Marcus McLaurin, 0, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Margaret Mitchell, 0, NA, 1900-11-08, NA, 1949-08-16, NA, NA, NA, NA, NA, NA, NA, Historical fiction and Romance novel, Gone with the Wind and Lost Laysen, NA
Matthew Holness, 0, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, Trinity Hall Cambridge
Matthew Reilly, 0, NA, 1974-07-02, 1974, NA, NA, NA, NA, NA, NA, NA, NA, Thriller (genre) and Action (fiction), NA, NA
Matthew Sturges, 0, NA, 1970-10-02, 1970, NA, NA, NA, United States, NA, NA, NA, NA, NA, NA, NA
Matthew Weiner, 0, NA, 1965-06-29, 1965, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Maureen Jennings, 0, NA, NA, 1939, NA, NA, NA, NA, Canada, NA, NA, NA, NA, NA, NA
Maurice Leblanc, 0, NA, 1864-11-11, NA, 1941-11-06, NA, NA, France, NA, NA, NA, NA, NA, NA, NA
Mauricio de Sousa, 0, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Max Allan Collins, 0, NA, 1948-03-03, NA, NA, NA, NA, NA, NA, NA, NA, NA, Comic book and Short story and Historical fiction and Screenplay and Mystery fiction and Comic strip, NA, NA
Max Brand, 0, NA, 1892-05-29, NA, 1944-05-12, NA, NA, NA, NA, NA, NA, NA, Western (genre), NA, NA
Max Fleischer, 0, NA, 1883-07-19, 1883, 1972-09-11, 1972, NA, NA, NA, NA, Judaism, 1918, NA, NA, NA
Max Gaines, 0, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Max Mutchnick, 0, NA, 1965-11-11, 1965, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Meg Cabot, 0, NA, 1967-02-01, NA, NA, NA, NA, NA, NA, NA, NA, NA, Mystery fiction and Chick lit, Avalon High and The Princess Diaries and The Mediator, NA
Megan McDonald, 0, NA, 1959-02-28, NA, NA, NA, NA, NA, NA, NA, NA, 1991, Children's literature, NA, NA
Mel Brooks, 0, NA, 1926-06-28, NA, NA, NA, NA, NA, NA, NA, NA, NA, Comedy music and Satire and Sketch comedy and Parody and Farce, NA, NA
Mel Rubi, 0, NA, NA, NA, NA, NA, NA, United States, NA, NA, NA, NA, NA, NA, NA
Melinda M. Snodgrass, 0, NA, 1951-11-27, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Melinda Metz, 0, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, Science fiction and Young-adult fiction, NA, NA
Meredith Stiehm, 0, NA, NA, 1969, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Merian C. Cooper, 0, NA, 1893-10-24, 1893, 1973-04-21, 1973, NA, NA, NA, NA, NA, NA, NA, NA, United States Naval Academy and Georgia Institute of Technology
Mervyn Peake, 0, NA, 1911-07-09, 1911, NA, 1968, NA, NA, NA, NA, NA, NA, NA, NA, NA
Michael Avon Oeming, 0, NA, NA, NA, NA, NA, NA, Americans, NA, NA, NA, NA, NA, NA, NA
Michael Bair, 0, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Michael Bond, 0, NA, 1926-01-13, 1926, NA, NA, NA, NA, NA, NA, Catholic Church, 1945, NA, NA, NA
Michael Chabon, 0, NA, 1963-05-24, NA, NA, NA, NA, NA, NA, NA, NA, 1987, NA, The Amazing Adventures of Kavalier & Clay and The Yiddish Policemens Union and Telegraph Avenue (novel), NA
Michael Dobbs, 0, NA, 1948-11-14, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, Christ Church Oxford and Fletcher School of Law and Diplomacy
Michael Dougherty, 0, NA, 1974-10-28, 1974, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Michael Ende, 0, NA, 1929-11-12, NA, 1995-08-28, NA, NA, German language, NA, NA, NA, 1960, Childrens literature and Fantasy, The Neverending Story, NA
Michael Fleisher, 0, NA, NA, NA, NA, NA, NA, Americans, NA, NA, NA, NA, NA, NA, NA
Michael G. Moye, 0, NA, 1954-08-11, 1954, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Michael Gaydos, 0, NA, NA, NA, NA, NA, NA, United States, NA, NA, NA, NA, NA, NA, NA
Michael Golden (comics), 0, NA, NA, NA, NA, NA, NA, Americans, NA, NA, NA, NA, NA, NA, NA
Michael J. Nelson, 0, NA, 1964-10-11, 1964, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Michael K. Frith, 0, NA, 1941-07-08, 1941, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Michael Kaluta, 0, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Michael Lark, 0, NA, NA, NA, NA, NA, NA, United States, NA, NA, NA, NA, NA, NA, NA
Michael Maltese, 0, NA, 1908-02-06, 1908, 1981-02-22, 1981, NA, NA, NA, NA, NA, NA, NA, NA, NA
Michael Moorcock, 0, NA, 1939-12-18, NA, NA, NA, NA, NA, NA, NA, NA, 1957, Science fiction and Historical fiction and Fantasy, New Worlds (magazine), NA
Michael Netzer, 0, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Michael Piller, 0, NA, 1948-05-30, 1948, 2005-11-01, 2005, NA, United States, NA, NA, NA, NA, NA, NA, NA
Michael Ryan (artist), 0, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Michael Schur, 0, NA, 1975-10-29, NA, NA, NA, NA, United States, NA, NA, NA, NA, NA, The Office (U.S. TV series) and Parks and Recreation and Brooklyn Nine-Nine, Harvard University
Michael Turner (comics), 0, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Michael Uslan, 0, NA, 1951-06-02, 1951, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Michelle King, 0, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Mick Anglo, 0, NA, NA, NA, NA, NA, NA, British people, NA, NA, NA, NA, NA, NA, NA
Miguel Ferrer, 0, NA, 1955-02-07, 1955, NA, NA, NA, NA, NA, NA, NA, 1981, NA, NA, NA
Miguel de Cervantes, 0, NA, 1547-09-29, NA, 1616-04-23, NA, NA, Spain, NA, NA, NA, NA, NA, Don Quixote and Novelas ejemplares, NA
Mike Allred, 0, NA, NA, NA, NA, NA, NA, Americans, NA, NA, NA, NA, NA, NA, NA
Mike Barker (producer), 0, NA, 1968-06-07, 1968, NA, NA, NA, NA, NA, NA, NA, 1999, NA, NA, NA
Mike Baron, 0, NA, NA, NA, NA, NA, NA, Americans, NA, NA, NA, NA, NA, NA, NA
Mike Bullen, 0, NA, 1960-01-13, 1960, NA, NA, NA, NA, NA, NA, NA, 1994, NA, Cold Feet and Life Begins (TV series), NA
Mike Carey (writer), 0, NA, NA, NA, NA, NA, NA, British people, NA, NA, NA, NA, NA, NA, NA
Mike Carlin, 0, NA, 1958-10-06, 1958, NA, NA, NA, Americans, NA, NA, NA, NA, NA, NA, NA
Mike Collins (comics), 0, NA, NA, 1961, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Mike Costa, 0, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Mike Deodato, 0, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Mike Dringenberg, 0, NA, NA, NA, NA, NA, NA, Americans, NA, NA, NA, NA, NA, NA, NA
Mike Esposito (comics), 0, NA, 1927-07-14, 1927, 2010-10-24, 2010, NA, United States, NA, NA, NA, NA, NA, NA, NA
Margarito C. Garza, 0, NA, 1931-10-29, 1931, 1995-11-15, 1995, NA, NA, NA, NA, NA, NA, NA, NA, NA
Margery Allingham, 0, NA, 1904-05-20, NA, 1966-06-30, NA, NA, NA, NA, NA, NA, NA, Crime fiction and Mystery fiction, NA, NA
Marie Severin, 0, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Mario Gully, 0, NA, NA, NA, NA, NA, NA, Americans, NA, NA, NA, NA, NA, NA, NA
Mario Puzo, 0, NA, 1920-10-15, NA, 1999-07-02, NA, NA, NA, NA, NA, NA, 1955, Crime fiction, The Godfather (novel), NA
Mark Bagley, 0, NA, NA, NA, NA, NA, NA, Americans, NA, NA, NA, NA, NA, NA, NA
Mark Brooks (comics), 0, NA, 1973-04-12, 1973, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Mark Buckingham, 0, NA, NA, NA, NA, NA, NA, British people, NA, NA, NA, NA, NA, NA, NA
Mark Dindal, 0, NA, NA, 1960, NA, NA, NA, NA, NA, NA, NA, 1980, NA, NA, California Institute of the Arts
Mark Fergus and Hawk Ostby, 0, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Mark Frost, 0, NA, 1953-11-25, NA, NA, NA, NA, NA, NA, NA, NA, 1984, Supernatural, Twin Peaks and Hill Street Blues and The List of Seven and The Six Messiahs, NA
Mark Gatiss, 0, NA, 1966-10-17, 1966, NA, NA, NA, NA, NA, NA, NA, 1993, NA, NA, NA
Mark Gruenwald, 0, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Mark Henn, 0, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Mark McCorkle, 0, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Mark Millar, 0, NA, NA, NA, NA, NA, NA, Scottish people, NA, NA, NA, NA, NA, NA, NA
Mark Osborne (filmmaker), 0, NA, 1970-09-17, 1970, NA, NA, NA, NA, NA, NA, NA, 1993, NA, NA, NA
Mark Texeira, 0, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Mark Twain, 0, NA, 1835-11-30, NA, 1910-04-21, NA, NA, NA, NA, NA, NA, NA, NA, Adventures of Huckleberry Finn and The Adventures of Tom Sawyer, NA
Mark V. Olsen, 0, NA, NA, 1962, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Mark Waid, 0, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Marko Djurdjević, 0, NA, 1979-01-23, 1979, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Mars Ravelo, 0, NA, 1916-10-09, 1916, 1988-09-12, 1988, NA, NA, NA, NA, NA, NA, NA, NA, NA
Marshall Rogers, 0, NA, NA, NA, NA, NA, NA, Americans, NA, NA, NA, NA, NA, NA, NA
Martin Caidin, 0, NA, 1927-09-14, NA, 1997-03-24, NA, NA, NA, NA, NA, NA, NA, Military history, NA, NA
Martin Lodewijk, 0, NA, NA, NA, NA, NA, NA, Dutch people, NA, NA, NA, NA, NA, NA, NA
Martin Nodell, 0, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Martin Short, 0, NA, 1950-03-26, 1950, NA, NA, NA, Canadian Americans, NA, NA, NA, 1972, NA, NA, McMaster University
Marv Wolfman, 0, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Mary Shelley, 0, NA, 1797-08-30, NA, 1851-02-01, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Mary Skrenes, 0, NA, NA, NA, NA, NA, NA, United States, NA, NA, NA, NA, NA, NA, NA
Masami Kurumada, 0, NA, 1953-12-06, 1953, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Masamune Shirow, 0, NA, NA, NA, NA, NA, NA, Japanese people, NA, NA, NA, NA, NA, NA, NA
Masashi Kishimoto, 0, NA, 1974-11-08, 1974, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Massimo Belardinelli, 0, NA, NA, NA, NA, NA, NA, Italy, NA, NA, NA, NA, NA, NA, NA
Matt Baker (artist), 0, NA, NA, NA, NA, NA, NA, United States, NA, NA, NA, NA, NA, NA, NA
Matt Fraction, 0, NA, NA, NA, NA, NA, NA, Americans, NA, NA, NA, NA, NA, NA, NA
Matt Lucas, 0, NA, 1974-03-05, NA, NA, NA, NA, NA, NA, NA, NA, NA, Sketch comedy and Character comedy, NA, NA
Matt Maiellaro, 0, NA, 1966-08-17, 1966, NA, NA, NA, NA, NA, NA, NA, 1994, NA, NA, NA
Matt Nix, 0, NA, 1971-09-04, NA, NA, NA, NA, NA, NA, NA, NA, 1997, NA, Burn Notice and The Good Guys (2010 TV series), University of California Los Angeles
Matt Stone, 0, NA, 1971-05-26, 1971, NA, NA, NA, NA, NA, NA, NA, 1989, NA, NA, University of Colorado Boulder
Matt Wagner, 0, NA, NA, NA, NA, NA, NA, Americans, NA, NA, NA, NA, NA, NA, NA
Matt Weitzman, 0, NA, 1967-11-13, 1967, NA, NA, NA, NA, NA, NA, NA, 2002, NA, NA, NA
Mike Friedrich, 0, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Mike Grell, 0, NA, NA, NA, NA, NA, NA, Americans, NA, NA, NA, NA, NA, NA, NA
Mike Harris (comics), 0, NA, NA, 1962, NA, NA, NA, Americans, NA, NA, NA, NA, NA, NA, NA
Mike Heisler, 0, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Mike Judge, 0, NA, 1962-10-17, 1962, NA, NA, NA, NA, NA, NA, NA, 1990, NA, NA, University of California San Diego and Bachelor of Science
Mike Kelley (writer), 0, NA, NA, 1967, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Mike Manley (artist), 0, NA, NA, NA, NA, NA, NA, United States, NA, NA, NA, NA, NA, NA, NA
Mike McKone, 0, NA, NA, NA, NA, NA, NA, United Kingdom, NA, NA, NA, NA, NA, NA, NA
Mike McMahon (comics), 0, NA, NA, NA, NA, NA, NA, United Kingdom, NA, NA, NA, NA, NA, NA, NA
Mike Mignola, 0, NA, NA, NA, NA, NA, NA, Americans, NA, NA, NA, NA, NA, NA, NA
Mike Myers, 0, NA, 1963-05-25, 1963, NA, NA, NA, Canada, NA, NA, NA, NA, NA, NA, NA
Mike Norton, 0, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Mike Parobeck, 0, NA, NA, NA, NA, NA, NA, Americans, NA, NA, NA, NA, NA, NA, NA
Mike Perkins, 0, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Mike Ploog, 0, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Mike Richardson (publisher), 0, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Mike S. Miller, 0, NA, NA, 1971, NA, NA, NA, United States, NA, NA, NA, NA, NA, NA, NA
Mike Sekowsky, 0, NA, NA, NA, NA, NA, NA, Americans, NA, NA, NA, NA, NA, NA, NA
Mike Vosburg, 0, NA, NA, 1947, NA, NA, NA, United States, NA, NA, NA, NA, NA, NA, NA
Mike W. Barr, 0, NA, NA, NA, NA, NA, NA, Americans, NA, NA, NA, NA, NA, NA, NA
Mike Wieringo, 0, NA, NA, NA, NA, NA, NA, Americans, NA, NA, NA, NA, NA, NA, NA
Mike Zeck, 0, NA, NA, NA, NA, NA, NA, Americans, NA, NA, NA, NA, NA, NA, NA
Mikhail Bulgakov, 0, NA, NA, NA, 1940-03-10, NA, Russians, Soviet Union, NA, NA, NA, NA, Science fiction, NA, NA
Mildred Benson, 0, NA, 1905-07-10, NA, 2002-05-28, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Miles Millar, 0, NA, NA, 1967, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, Christ's College Cambridge
Milt Kahl, 0, NA, 1909-03-22, 1909, 1987-04-19, 1987, NA, NA, NA, NA, NA, NA, NA, NA, NA
Mitch Brian, 0, NA, 1961-10-15, 1961, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Mitchell Burgess, 0, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, The Sopranos and Blue Bloods (TV series), NA
Mitchell Hurwitz, 0, NA, 1963-05-29, 1963, NA, NA, NA, NA, NA, NA, NA, 1989, NA, NA, NA
Miyuki Okumura, 0, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Mohanlal, 0, NA, 1960-05-21, 1960, NA, NA, NA, India, NA, NA, NA, 1978, NA, NA, University of Kerala
Molly Shannon, 0, NA, 1964-09-16, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Monkey Punch, 0, NA, 1937-05-26, NA, NA, NA, NA, Japanese people, NA, NA, NA, 1965, NA, Lupin III, NA
Monteiro Lobato, 0, NA, 1882-04-18, NA, 1948-07-04, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Morris (cartoonist), 0, NA, 1923-12-01, 1923, 2001-07-16, 2001, NA, Belgium, NA, NA, NA, NA, NA, NA, NA
Mort Leav, 0, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Mort Meskin, 0, NA, NA, NA, NA, NA, NA, United States, NA, NA, NA, NA, NA, NA, NA
Mort Todd, 0, NA, NA, NA, NA, NA, NA, United States, NA, NA, NA, NA, NA, NA, NA
Mort Weisinger, 0, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Mr. A, 0, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Mukesh Khanna, 0, NA, 1958-06-19, 1958, NA, NA, NA, Indian people, NA, NA, NA, 1980, NA, NA, NA
Mukul S. Anand, 0, NA, 1951-10-11, 1951, 1997-09-07, 1997, NA, NA, NA, NA, NA, NA, NA, NA, NA
Murphy Anderson, 0, NA, NA, NA, NA, NA, NA, Americans, NA, NA, NA, NA, NA, NA, NA
Murray Boltinoff, 0, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Nagaru Tanigawa, 0, NA, 1970-12-19, 1970, NA, NA, NA, Japanese people, NA, NA, NA, NA, NA, NA, NA
Naoko Takeuchi, 0, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Narayan Gangopadhyay, 0, NA, 1918-02-04, 1918, 1970-11-06, 1970, NA, NA, NA, NA, NA, NA, NA, NA, NA
Nat Gertler, 0, NA, NA, NA, NA, NA, NA, United States, NA, NA, NA, NA, NA, NA, NA
Nathan Edmondson, 0, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Nathan Greno, 0, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, Columbus College of Art and Design
Natsuki Takaya, 0, NA, 1973-07-07, NA, NA, NA, NA, NA, NA, NA, NA, NA, Fiction, NA, NA
Neal Adams, 0, NA, NA, NA, NA, NA, NA, Americans, NA, NA, NA, NA, NA, NA, NA
Neil Cross, 0, NA, 1969-02-09 and 1969-09-02, 1969, NA, NA, NA, NA, NA, NA, NA, NA, NA, Doctor Who and Spooks and Luther (TV series), NA
Neil Gaiman, 0, NA, 1960-11-10, NA, NA, NA, NA, NA, NA, NA, NA, 1980, Dark fantasy, Neverwhere and Coraline and Good Omens and The Sandman (Vertigo) and American Gods and Stardust (novel) and The Graveyard Book and The Ocean at the End of the Lane, NA
Nestor Redondo, 0, NA, 1928-05-04, 1928, 1995-12-30, 1995, NA, Filipinos, NA, NA, NA, NA, NA, NA, NA
Ni Kuang, 0, NA, 1935-05-30, NA, NA, NA, NA, NA, NA, NA, NA, NA, Science fiction and Wuxia, NA, NA
Nic Pizzolatto, 0, NA, 1975-10-18, 1975, NA, NA, NA, NA, NA, NA, NA, NA, NA, True Detective (TV series), Louisiana State University and University of Arkansas
Nicholas Stoller, 0, NA, 1976-03-19, 1976, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Nick Cardy, 0, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Nick Castle, 0, NA, 1947-09-21, 1947, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Nick Cuti, 0, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Nick Fury, 0, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Nicola Scott, 0, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Nigel Kneale, 0, NA, 1922-04-18, NA, 2006-10-29, NA, NA, Isle of Man, NA, NA, NA, 1946, Horror fiction and Science fiction and Thriller (genre), NA, NA
Nikolay Chernyshevsky, 0, NA, 1828-07-12, 1828, 1889-10-17, 1889, NA, NA, NA, NA, NA, NA, NA, NA, NA
Nobuhiro Watsuki, 0, NA, 1970-05-26, 1970, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Noizi Ito, 0, NA, 1977-08-09, NA, NA, NA, NA, Japanese people, NA, NA, NA, NA, NA, NA, NA
Nolan Bushnell, 0, NA, 1943-02-05, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, University of Utah and Stanford Graduate School of Business
Norm Breyfogle, 0, NA, NA, NA, NA, NA, NA, Americans, NA, NA, NA, NA, NA, NA, NA
Norm Prescott, 0, NA, 1927-01-31, 1927, 2005-07-02, 2005, NA, NA, NA, NA, NA, NA, NA, NA, NA
Norm Rapmund, 0, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Norman Lear, 0, NA, 1922-07-27, 1922, NA, NA, NA, NA, NA, NA, NA, 1950, NA, NA, NA
Nabil Farouk, 0, NA, NA, NA, NA, NA, NA, Egyptians, NA, NA, NA, NA, NA, NA, NA
Đorđe Lobačev, 0, NA, 1909-03-04, 1909, 2002-07-23, 2002, NA, Russians, NA, NA, NA, NA, NA, NA, NA
Octave Mirbeau, 0, NA, 1848-02-16, NA, 1917-02-16, NA, NA, NA, NA, NA, NA, NA, Art critic, The Diary of a Chambermaid (novel), NA
Ogden Whitney, 0, NA, NA, NA, NA, NA, NA, United States, NA, NA, NA, NA, NA, NA, NA
Oliver Goldstick, 0, NA, 1961-01-09, 1961, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Oliver Stone, 0, NA, 1946-09-15, 1946, NA, NA, NA, NA, NA, NA, Buddhism, 1971, NA, NA, Yale University and New York University
Olivier Coipel, 0, NA, NA, NA, NA, NA, NA, French people, NA, NA, NA, NA, NA, NA, NA
Ollie Johnston, 0, NA, 1912-10-31, 1912, 2008-04-14, 2008, NA, NA, NA, NA, NA, 1935, NA, NA, NA
Orson Scott Card, 0, NA, 1951-08-24, 1951, NA, NA, NA, Americans, NA, NA, The Church of Jesus Christ of Latter-day Saints, NA, NA, NA, University of Utah and Brigham Young University and University of Notre Dame
Orson Welles, 0, NA, 1915-05-06, 1915, 1985-10-10, 1985, NA, NA, NA, NA, NA, 1931, NA, NA, Todd Seminary for Boys
Osamu Tezuka, 0, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Oscar González Loyo, 0, NA, NA, NA, NA, NA, NA, Mexicans, NA, NA, NA, NA, NA, NA, NA
Otto Binder, 0, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Otto Messmer, 0, NA, 1892-08-16, 1892, 1983-10-28, 1983, NA, NA, NA, NA, NA, NA, NA, NA, NA
Owen Wister, 0, NA, 1860-07-14, 1860, 1938-07-21, 1938, NA, NA, NA, NA, NA, NA, NA, NA, NA
Patrick Gleason (artist), 0, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Patrick Lussier, 0, NA, NA, 1964, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Patrick Ness, 0, NA, 1971-10-17, 1971, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Patrick O'Brian, 0, NA, 1914-12-12, NA, 2000-01-02, NA, NA, NA, NA, NA, NA, NA, NA, Aubrey–Maturin series, NA
Patrick Scherberger, 0, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Patrick Tatopoulos, 0, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Patrick Zircher, 0, NA, NA, NA, NA, NA, NA, Americans, NA, NA, NA, NA, NA, NA, NA
Paul Cornell, 0, NA, 1967-07-18, NA, NA, NA, NA, British people, NA, NA, NA, 1990, NA, NA, NA
Paul Dehn, 0, NA, 1912-11-05, 1912, 1976-09-30, 1976, NA, United Kingdom, NA, NA, NA, 1950, NA, NA, NA
Paul Dini, 0, NA, 1957-08-07, 1957, NA, NA, NA, NA, NA, NA, NA, 1981, NA, NA, NA
Paul Donovan (writer), 0, NA, 1954-06-26, 1954, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Paul Grist, 0, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
